,DATE,STATION,NAME,pm10,o3,no2,rain,temp
309,2014/11/5,TH000048400,"NAKHON SAWAN, TH",26,35,11,9.9,26.8
310,2014/11/6,TH000048400,"NAKHON SAWAN, TH",30,37,8,2,27.8
311,2014/11/7,TH000048400,"NAKHON SAWAN, TH",60,39,5,7.234567901,28.3
312,2014/11/8,TH000048400,"NAKHON SAWAN, TH",197,25.80661157,8.012112403,7.234567901,29.1
313,2014/11/9,TH000048400,"NAKHON SAWAN, TH",46.40890183,39,10,7.234567901,28
314,2014/11/10,TH000048400,"NAKHON SAWAN, TH",59,37,12,7.234567901,28.6
315,2014/11/11,TH000048400,"NAKHON SAWAN, TH",32,35,14,7.234567901,29.1
316,2014/11/12,TH000048400,"NAKHON SAWAN, TH",28,36,12,7.234567901,29
317,2014/11/13,TH000048400,"NAKHON SAWAN, TH",30,38,12,7.234567901,28.6
318,2014/11/14,TH000048400,"NAKHON SAWAN, TH",46.40890183,45,15,7.234567901,27.5
319,2014/11/15,TH000048400,"NAKHON SAWAN, TH",22,40,16,7.234567901,27.2
320,2014/11/16,TH000048400,"NAKHON SAWAN, TH",37,37,16,7.234567901,27.8
321,2014/11/17,TH000048400,"NAKHON SAWAN, TH",39,44,14,7.234567901,27.7
322,2014/11/18,TH000048400,"NAKHON SAWAN, TH",37,45,14,7.234567901,26.6
323,2014/11/19,TH000048400,"NAKHON SAWAN, TH",39,46,18,7.234567901,25.7
324,2014/11/20,TH000048400,"NAKHON SAWAN, TH",50,48,20,7.234567901,25.1
325,2014/11/21,TH000048400,"NAKHON SAWAN, TH",55,49,13,7.234567901,25.4
326,2014/11/22,TH000048400,"NAKHON SAWAN, TH",54,53,12,7.234567901,26.1
327,2014/11/23,TH000048400,"NAKHON SAWAN, TH",49,45,10,7.234567901,26.4
328,2014/11/24,TH000048400,"NAKHON SAWAN, TH",49,41,14,7.234567901,26.9
329,2014/11/25,TH000048400,"NAKHON SAWAN, TH",49,48,15,7.234567901,27.2
330,2014/11/26,TH000048400,"NAKHON SAWAN, TH",57,73,17,7.234567901,27.8
331,2014/11/27,TH000048400,"NAKHON SAWAN, TH",58,65,18,7.234567901,28.4
332,2014/11/28,TH000048400,"NAKHON SAWAN, TH",60,60,15,7.234567901,28.8
333,2014/11/29,TH000048400,"NAKHON SAWAN, TH",62,25.80661157,8.012112403,7.234567901,29.2
334,2014/11/30,TH000048400,"NAKHON SAWAN, TH",46.40890183,46,9,7.234567901,29
335,2014/12/1,TH000048400,"NAKHON SAWAN, TH",38,28,8,7.234567901,27.6
336,2014/12/2,TH000048400,"NAKHON SAWAN, TH",39,41,10,0,26.6
337,2014/12/3,TH000048400,"NAKHON SAWAN, TH",39,41,14,7.234567901,27.2
338,2014/12/4,TH000048400,"NAKHON SAWAN, TH",43,39,9,0.3,28.5
339,2014/12/5,TH000048400,"NAKHON SAWAN, TH",39,52,15,0.5,26.2
340,2014/12/6,TH000048400,"NAKHON SAWAN, TH",30,54,19,7.234567901,27.4
341,2014/12/7,TH000048400,"NAKHON SAWAN, TH",51,43,17,7.234567901,28.1
342,2014/12/8,TH000048400,"NAKHON SAWAN, TH",54,37,11,7.234567901,27.1
343,2014/12/9,TH000048400,"NAKHON SAWAN, TH",46,48,19,7.234567901,25.9
344,2014/12/10,TH000048400,"NAKHON SAWAN, TH",59,49,13,7.234567901,27.3
345,2014/12/11,TH000048400,"NAKHON SAWAN, TH",57,49,15,7.234567901,26.4
346,2014/12/12,TH000048400,"NAKHON SAWAN, TH",57,53,10,7.234567901,25.9
347,2014/12/13,TH000048400,"NAKHON SAWAN, TH",50,57,12,7.234567901,25.4
348,2014/12/14,TH000048400,"NAKHON SAWAN, TH",48,39,17,7.234567901,24.6
349,2014/12/15,TH000048400,"NAKHON SAWAN, TH",59,25.80661157,8.012112403,7.234567901,25.2
350,2014/12/16,TH000048400,"NAKHON SAWAN, TH",46.40890183,41,14,7.234567901,26
351,2014/12/17,TH000048400,"NAKHON SAWAN, TH",46.40890183,48,12,7.234567901,23.2
352,2014/12/18,TH000048400,"NAKHON SAWAN, TH",58,36,12,7.234567901,22.9
353,2014/12/19,TH000048400,"NAKHON SAWAN, TH",71,25.80661157,8.012112403,7.234567901,23.6
354,2014/12/20,TH000048400,"NAKHON SAWAN, TH",46.40890183,58,15,7.234567901,24
355,2014/12/21,TH000048400,"NAKHON SAWAN, TH",504,61,9,7.234567901,25.5
356,2014/12/22,TH000048400,"NAKHON SAWAN, TH",62,43,14,7.234567901,23
357,2014/12/23,TH000048400,"NAKHON SAWAN, TH",72,59,13,7.234567901,21.9
358,2014/12/24,TH000048400,"NAKHON SAWAN, TH",77,51,13,7.234567901,24.4
359,2014/12/25,TH000048400,"NAKHON SAWAN, TH",67,55,13,7.234567901,24.8
360,2014/12/26,TH000048400,"NAKHON SAWAN, TH",68,25.80661157,8.012112403,7.234567901,27
361,2014/12/27,TH000048400,"NAKHON SAWAN, TH",46.40890183,37,10,7.234567901,28.6
362,2014/12/28,TH000048400,"NAKHON SAWAN, TH",60,25.80661157,8.012112403,7.234567901,27.4
363,2014/12/29,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,24.4
364,2014/12/30,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,23.8
365,2014/12/31,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,23.8
366,2015/1/1,TH000048400,"NAKHON SAWAN, TH",46.40890183,33,13,7.234567901,22.2
367,2015/1/2,TH000048400,"NAKHON SAWAN, TH",42,25.80661157,8.012112403,7.234567901,21.5
368,2015/1/3,TH000048400,"NAKHON SAWAN, TH",46.40890183,18,22,7.234567901,22.3
369,2015/1/4,TH000048400,"NAKHON SAWAN, TH",72,67,22,7.234567901,23.8
370,2015/1/5,TH000048400,"NAKHON SAWAN, TH",78,66,30,7.234567901,26.3
371,2015/1/6,TH000048400,"NAKHON SAWAN, TH",78,69,30,7.234567901,26.6
372,2015/1/7,TH000048400,"NAKHON SAWAN, TH",82,36,14,0,28.4
373,2015/1/8,TH000048400,"NAKHON SAWAN, TH",68,15,11,2.3,24.6
374,2015/1/9,TH000048400,"NAKHON SAWAN, TH",44,26,7,1,25.2
375,2015/1/10,TH000048400,"NAKHON SAWAN, TH",43,21,6,3.8,21.2
376,2015/1/11,TH000048400,"NAKHON SAWAN, TH",18,25,6,1,20
377,2015/1/12,TH000048400,"NAKHON SAWAN, TH",14,41,10,0,22.2
378,2015/1/13,TH000048400,"NAKHON SAWAN, TH",31,40,21,0,22
379,2015/1/14,TH000048400,"NAKHON SAWAN, TH",44,62,24,7.234567901,22
380,2015/1/15,TH000048400,"NAKHON SAWAN, TH",64,26,37,7.234567901,21.7
381,2015/1/16,TH000048400,"NAKHON SAWAN, TH",86,50,22,7.234567901,22.3
382,2015/1/17,TH000048400,"NAKHON SAWAN, TH",76,46,22,7.234567901,22.4
383,2015/1/18,TH000048400,"NAKHON SAWAN, TH",64,49,28,7.234567901,22.7
384,2015/1/19,TH000048400,"NAKHON SAWAN, TH",70,63,25,7.234567901,22.9
385,2015/1/20,TH000048400,"NAKHON SAWAN, TH",69,86,22,7.234567901,22.8
386,2015/1/21,TH000048400,"NAKHON SAWAN, TH",84,57,24,7.234567901,24
387,2015/1/22,TH000048400,"NAKHON SAWAN, TH",78,63,30,7.234567901,24.8
388,2015/1/23,TH000048400,"NAKHON SAWAN, TH",82,52,27,7.234567901,25
389,2015/1/24,TH000048400,"NAKHON SAWAN, TH",86,55,30,7.234567901,25.1
390,2015/1/25,TH000048400,"NAKHON SAWAN, TH",91,66,32,7.234567901,25.2
391,2015/1/26,TH000048400,"NAKHON SAWAN, TH",89,75,23,7.234567901,25.1
392,2015/1/27,TH000048400,"NAKHON SAWAN, TH",87,75,29,7.234567901,25.1
393,2015/1/28,TH000048400,"NAKHON SAWAN, TH",83,45,33,7.234567901,25.3
394,2015/1/29,TH000048400,"NAKHON SAWAN, TH",85,65,30,7.234567901,25.7
395,2015/1/30,TH000048400,"NAKHON SAWAN, TH",94,35,16,7.234567901,27
396,2015/1/31,TH000048400,"NAKHON SAWAN, TH",100,34,27,7.234567901,27.8
397,2015/2/1,TH000048400,"NAKHON SAWAN, TH",71,39,24,7.234567901,26.2
398,2015/2/2,TH000048400,"NAKHON SAWAN, TH",67,48,21,7.234567901,25.6
399,2015/2/3,TH000048400,"NAKHON SAWAN, TH",63,33,19,7.234567901,26.4
400,2015/2/4,TH000048400,"NAKHON SAWAN, TH",63,25.80661157,8.012112403,7.234567901,26.3
401,2015/2/5,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,26.1
402,2015/2/6,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,25.4
403,2015/2/7,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,25.6
404,2015/2/8,TH000048400,"NAKHON SAWAN, TH",46.40890183,24,31,7.234567901,25.8
405,2015/2/9,TH000048400,"NAKHON SAWAN, TH",46.40890183,42,27,7.234567901,25.3
406,2015/2/10,TH000048400,"NAKHON SAWAN, TH",75,70,27,7.234567901,25.8
407,2015/2/11,TH000048400,"NAKHON SAWAN, TH",79,70,22,7.234567901,27.5
408,2015/2/12,TH000048400,"NAKHON SAWAN, TH",89,49,8,7.234567901,29.2
409,2015/2/13,TH000048400,"NAKHON SAWAN, TH",76,25.80661157,8.012112403,7.234567901,28.9
410,2015/2/14,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,27.9
411,2015/2/15,TH000048400,"NAKHON SAWAN, TH",46.40890183,33,17,7.234567901,28.9
412,2015/2/16,TH000048400,"NAKHON SAWAN, TH",57,47,14,7.234567901,29.3
413,2015/2/17,TH000048400,"NAKHON SAWAN, TH",58,45,10,7.234567901,29.6
414,2015/2/18,TH000048400,"NAKHON SAWAN, TH",58,35,11,7.234567901,30.2
415,2015/2/19,TH000048400,"NAKHON SAWAN, TH",55,30,10,5.6,26.9
416,2015/2/20,TH000048400,"NAKHON SAWAN, TH",48,33,9,0.5,27.9
417,2015/2/21,TH000048400,"NAKHON SAWAN, TH",41,30,8,0,28.5
418,2015/2/22,TH000048400,"NAKHON SAWAN, TH",33,28,13,0,27.9
419,2015/2/23,TH000048400,"NAKHON SAWAN, TH",44,48,18,0,28.3
420,2015/2/24,TH000048400,"NAKHON SAWAN, TH",56,39,14,0,29.8
421,2015/2/25,TH000048400,"NAKHON SAWAN, TH",63,33,12,7.234567901,30.8
422,2015/2/26,TH000048400,"NAKHON SAWAN, TH",53,37,17,7.234567901,30.3
423,2015/2/27,TH000048400,"NAKHON SAWAN, TH",57,57,11,7.234567901,31.1
424,2015/2/28,TH000048400,"NAKHON SAWAN, TH",60,68,13,7.234567901,31.4
425,2015/3/1,TH000048400,"NAKHON SAWAN, TH",59,40,13,7.234567901,31.8
426,2015/3/2,TH000048400,"NAKHON SAWAN, TH",62,64,13,0,28.4
427,2015/3/3,TH000048400,"NAKHON SAWAN, TH",52,60,11,0,31.1
428,2015/3/4,TH000048400,"NAKHON SAWAN, TH",56,51,15,7.234567901,31.4
429,2015/3/5,TH000048400,"NAKHON SAWAN, TH",58,49,12,7.234567901,31.8
430,2015/3/6,TH000048400,"NAKHON SAWAN, TH",61,50,6,7.234567901,31.3
431,2015/3/7,TH000048400,"NAKHON SAWAN, TH",55,48,8.012112403,7.234567901,30.8
432,2015/3/8,TH000048400,"NAKHON SAWAN, TH",52,46,8.012112403,7.234567901,31.5
433,2015/3/9,TH000048400,"NAKHON SAWAN, TH",50,54,8.012112403,7.234567901,32.1
434,2015/3/10,TH000048400,"NAKHON SAWAN, TH",55,57,8.012112403,7.234567901,32.2
435,2015/3/11,TH000048400,"NAKHON SAWAN, TH",58,51,8.012112403,7.234567901,32.1
436,2015/3/12,TH000048400,"NAKHON SAWAN, TH",58,51,8.012112403,7.234567901,32.1
437,2015/3/13,TH000048400,"NAKHON SAWAN, TH",59,25.80661157,8.012112403,7.234567901,31.7
438,2015/3/14,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,31.9
439,2015/3/15,TH000048400,"NAKHON SAWAN, TH",46.40890183,60,8.012112403,7.234567901,31.9
440,2015/3/16,TH000048400,"NAKHON SAWAN, TH",59,53,8.012112403,7.234567901,31.6
441,2015/3/17,NA,NA,64,37,8.012112403,7.234567901,28.95155206
442,2015/3/18,NA,NA,66,25.80661157,8.012112403,7.234567901,28.95155206
443,2015/3/19,TH000048400,"NAKHON SAWAN, TH",46.40890183,39,8.012112403,7.234567901,32
444,2015/3/20,TH000048400,"NAKHON SAWAN, TH",71,61,8.012112403,7.234567901,32
445,2015/3/21,TH000048400,"NAKHON SAWAN, TH",69,70,8.012112403,3.3,29.2
446,2015/3/22,TH000048400,"NAKHON SAWAN, TH",54,32,8.012112403,2.8,29.6
447,2015/3/23,TH000048400,"NAKHON SAWAN, TH",53,36,8.012112403,19.8,28.7
448,2015/3/24,TH000048400,"NAKHON SAWAN, TH",55,34,8.012112403,4.3,24.4
449,2015/3/25,TH000048400,"NAKHON SAWAN, TH",51,21,8.012112403,3.8,27.2
450,2015/3/26,TH000048400,"NAKHON SAWAN, TH",49,51,8.012112403,0,27.6
451,2015/3/27,TH000048400,"NAKHON SAWAN, TH",39,53,8.012112403,7.234567901,29.2
452,2015/3/28,TH000048400,"NAKHON SAWAN, TH",52,49,8.012112403,18,30.1
453,2015/3/29,TH000048400,"NAKHON SAWAN, TH",43,52,8.012112403,8.9,28
454,2015/3/30,TH000048400,"NAKHON SAWAN, TH",45,53,8.012112403,0.3,31
455,2015/3/31,TH000048400,"NAKHON SAWAN, TH",48,43,8.012112403,1.3,31.8
456,2015/4/1,TH000048400,"NAKHON SAWAN, TH",51,49,8.012112403,0,32.1
457,2015/4/2,TH000048400,"NAKHON SAWAN, TH",53,80,8.012112403,7.234567901,31.3
458,2015/4/3,TH000048400,"NAKHON SAWAN, TH",59,75,8.012112403,7.234567901,31
459,2015/4/4,TH000048400,"NAKHON SAWAN, TH",68,65,8.012112403,7.234567901,32.3
460,2015/4/5,TH000048400,"NAKHON SAWAN, TH",62,54,8.012112403,7.234567901,32.2
461,2015/4/6,TH000048400,"NAKHON SAWAN, TH",57,63,8.012112403,7.234567901,32.6
462,2015/4/7,TH000048400,"NAKHON SAWAN, TH",59,57,8.012112403,7.234567901,32.8
463,2015/4/8,TH000048400,"NAKHON SAWAN, TH",58,63,8.012112403,7.234567901,30.2
464,2015/4/9,TH000048400,"NAKHON SAWAN, TH",51,50,8.012112403,7.234567901,31.4
465,2015/4/10,TH000048400,"NAKHON SAWAN, TH",54,50,8.012112403,7.234567901,32.9
466,2015/4/11,TH000048400,"NAKHON SAWAN, TH",55,53,8.012112403,0.3,29.8
467,2015/4/12,TH000048400,"NAKHON SAWAN, TH",41,62,8.012112403,0.3,29.9
468,2015/4/13,TH000048400,"NAKHON SAWAN, TH",41,60,8.012112403,0,29.1
469,2015/4/14,TH000048400,"NAKHON SAWAN, TH",49,78,8.012112403,7.234567901,28
470,2015/4/15,TH000048400,"NAKHON SAWAN, TH",62,86,8.012112403,7.234567901,30.6
471,2015/4/16,TH000048400,"NAKHON SAWAN, TH",64,75,8.012112403,7.234567901,32.7
472,2015/4/17,TH000048400,"NAKHON SAWAN, TH",62,66,8.012112403,7.234567901,32.8
473,2015/4/18,TH000048400,"NAKHON SAWAN, TH",57,60,8.012112403,7.234567901,33.1
474,2015/4/19,TH000048400,"NAKHON SAWAN, TH",51,61,8.012112403,7.234567901,33.8
475,2015/4/20,TH000048400,"NAKHON SAWAN, TH",52,64,8.012112403,7.234567901,34.4
476,2015/4/21,TH000048400,"NAKHON SAWAN, TH",56,62,8.012112403,7.234567901,34.6
477,2015/4/22,TH000048400,"NAKHON SAWAN, TH",60,67,8.012112403,8.4,32
478,2015/4/23,TH000048400,"NAKHON SAWAN, TH",42,69,8.012112403,11.9,28.3
479,2015/4/24,TH000048400,"NAKHON SAWAN, TH",36,43,8.012112403,0,30.1
480,2015/4/25,TH000048400,"NAKHON SAWAN, TH",36,38,8.012112403,7.1,28.7
481,2015/4/26,TH000048400,"NAKHON SAWAN, TH",30,58,8.012112403,1.5,28.1
482,2015/4/27,TH000048400,"NAKHON SAWAN, TH",35,50,8.012112403,7.234567901,29.8
483,2015/4/28,TH000048400,"NAKHON SAWAN, TH",33,54,8.012112403,1.5,30.1
484,2015/4/29,TH000048400,"NAKHON SAWAN, TH",37,32,8.012112403,7.234567901,31.8
485,2015/4/30,TH000048400,"NAKHON SAWAN, TH",44,25.80661157,8.012112403,7.234567901,32.5
486,2015/5/1,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,33.3
487,2015/5/2,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,33.3
488,2015/5/3,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,33.6
489,2015/5/4,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,33.8
490,2015/5/5,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,32.5
491,2015/5/6,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,33
492,2015/5/7,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,33.3
493,2015/5/8,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,34.1
494,2015/5/9,TH000048400,"NAKHON SAWAN, TH",46.40890183,53,8.012112403,1,33.8
495,2015/5/10,TH000048400,"NAKHON SAWAN, TH",49,50,8.012112403,7.234567901,32.6
496,2015/5/11,TH000048400,"NAKHON SAWAN, TH",190,43,8.012112403,7.234567901,33.6
497,2015/5/12,TH000048400,"NAKHON SAWAN, TH",46.40890183,38,8.012112403,7.234567901,34.6
498,2015/5/13,TH000048400,"NAKHON SAWAN, TH",46.40890183,43,8.012112403,1.8,30.6
499,2015/5/14,TH000048400,"NAKHON SAWAN, TH",46.40890183,37,8.012112403,0.3,30.3
500,2015/5/15,TH000048400,"NAKHON SAWAN, TH",46.40890183,37,8.012112403,7.234567901,31.5
501,2015/5/16,TH000048400,"NAKHON SAWAN, TH",46.40890183,27,8.012112403,7.234567901,33.4
502,2015/5/17,TH000048400,"NAKHON SAWAN, TH",150,25.80661157,8.012112403,3.8,31.9
503,2015/5/18,TH000048400,"NAKHON SAWAN, TH",46.40890183,32,8.012112403,7.234567901,33.3
504,2015/5/19,TH000048400,"NAKHON SAWAN, TH",18,29,8.012112403,4.3,32.4
505,2015/5/20,TH000048400,"NAKHON SAWAN, TH",22,27,8.012112403,0.3,31.1
506,2015/5/21,TH000048400,"NAKHON SAWAN, TH",24,29,8.012112403,7.234567901,32.2
507,2015/5/22,TH000048400,"NAKHON SAWAN, TH",22,34,8.012112403,7.234567901,31.7
508,2015/5/23,TH000048400,"NAKHON SAWAN, TH",22,34,8.012112403,4.6,31
509,2015/5/24,TH000048400,"NAKHON SAWAN, TH",26,36,8.012112403,7.234567901,30.7
510,2015/5/25,TH000048400,"NAKHON SAWAN, TH",26,39,8.012112403,0.5,30.9
511,2015/5/26,TH000048400,"NAKHON SAWAN, TH",32,38,8.012112403,19.3,31.9
512,2015/5/27,TH000048400,"NAKHON SAWAN, TH",30,30,8.012112403,7.234567901,31.6
513,2015/5/28,TH000048400,"NAKHON SAWAN, TH",25,25.80661157,8.012112403,7.234567901,32.6
514,2015/5/29,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,33.1
515,2015/5/30,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,33.2
516,2015/5/31,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,33.2
517,2015/6/1,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,22.6,31.3
518,2015/6/2,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,2.3,31.1
519,2015/6/3,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,31.2
520,2015/6/4,TH000048400,"NAKHON SAWAN, TH",19,21,8.012112403,7.234567901,32.9
521,2015/6/5,TH000048400,"NAKHON SAWAN, TH",33,44,8.012112403,7.234567901,33.4
522,2015/6/6,TH000048400,"NAKHON SAWAN, TH",32,23,8.012112403,7.234567901,33.8
523,2015/6/7,TH000048400,"NAKHON SAWAN, TH",30,25.80661157,8.012112403,7.234567901,34.6
524,2015/6/8,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,1,30.7
525,2015/6/9,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,31.6
526,2015/6/10,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,33.2
527,2015/6/11,TH000048400,"NAKHON SAWAN, TH",46.40890183,32,8.012112403,7.234567901,32.8
528,2015/6/12,TH000048400,"NAKHON SAWAN, TH",27,43,8.012112403,7.234567901,34
529,2015/6/13,TH000048400,"NAKHON SAWAN, TH",37,38,8.012112403,7.234567901,31.7
530,2015/6/14,TH000048400,"NAKHON SAWAN, TH",25,29,8.012112403,1.3,30.2
531,2015/6/15,TH000048400,"NAKHON SAWAN, TH",24,37,8.012112403,3.3,28.3
532,2015/6/16,TH000048400,"NAKHON SAWAN, TH",32,31,8.012112403,0.5,29.6
533,2015/6/17,TH000048400,"NAKHON SAWAN, TH",24,24,8.012112403,0,30.3
534,2015/6/18,TH000048400,"NAKHON SAWAN, TH",22,31,8.012112403,7.234567901,30.5
535,2015/6/19,TH000048400,"NAKHON SAWAN, TH",23,32,8.012112403,7.234567901,31.9
536,2015/6/20,TH000048400,"NAKHON SAWAN, TH",24,32,8.012112403,7.234567901,32.6
537,2015/6/21,TH000048400,"NAKHON SAWAN, TH",24,23,8.012112403,4.1,30.6
538,2015/6/22,TH000048400,"NAKHON SAWAN, TH",29,21,8.012112403,0,31.5
539,2015/6/23,TH000048400,"NAKHON SAWAN, TH",28,26,8.012112403,0,31.8
540,2015/6/24,TH000048400,"NAKHON SAWAN, TH",27,23,8.012112403,7.234567901,31.2
541,2015/6/25,TH000048400,"NAKHON SAWAN, TH",24,25,8.012112403,7.234567901,29.8
542,2015/6/26,TH000048400,"NAKHON SAWAN, TH",22,27,8.012112403,7.234567901,30.2
543,2015/6/27,TH000048400,"NAKHON SAWAN, TH",23,24,8.012112403,0,30.2
544,2015/6/28,TH000048400,"NAKHON SAWAN, TH",20,35,8.012112403,0.3,30.3
545,2015/6/29,TH000048400,"NAKHON SAWAN, TH",24,28,8.012112403,0.5,30.6
546,2015/6/30,TH000048400,"NAKHON SAWAN, TH",22,31,8.012112403,7.234567901,31.5
547,2015/7/1,TH000048400,"NAKHON SAWAN, TH",43,25,8.012112403,4.3,31.1
548,2015/7/2,TH000048400,"NAKHON SAWAN, TH",43,26,8.012112403,7.234567901,32.5
549,2015/7/3,TH000048400,"NAKHON SAWAN, TH",35,29,8.012112403,0,31.8
550,2015/7/4,TH000048400,"NAKHON SAWAN, TH",39,28,8.012112403,0,32.2
551,2015/7/5,TH000048400,"NAKHON SAWAN, TH",23,27,8.012112403,7.234567901,32.4
552,2015/7/6,TH000048400,"NAKHON SAWAN, TH",35,26,8.012112403,7.234567901,31.7
553,2015/7/7,TH000048400,"NAKHON SAWAN, TH",45,28,8.012112403,7.234567901,33
554,2015/7/8,TH000048400,"NAKHON SAWAN, TH",46,20,8.012112403,7.234567901,32.4
555,2015/7/9,TH000048400,"NAKHON SAWAN, TH",42,34,8.012112403,1.5,28.4
556,2015/7/10,TH000048400,"NAKHON SAWAN, TH",44,37,8.012112403,0.3,31.7
557,2015/7/11,TH000048400,"NAKHON SAWAN, TH",42,41,8.012112403,0,33.3
558,2015/7/12,TH000048400,"NAKHON SAWAN, TH",19,25.80661157,8.012112403,7.234567901,33.6
559,2015/7/13,TH000048400,"NAKHON SAWAN, TH",46.40890183,36,8.012112403,0.8,30.8
560,2015/7/14,TH000048400,"NAKHON SAWAN, TH",30,28,4,0,30.3
561,2015/7/15,TH000048400,"NAKHON SAWAN, TH",126,26,4,0.5,31.2
562,2015/7/16,TH000048400,"NAKHON SAWAN, TH",12,28,4,0.5,29.8
563,2015/7/17,TH000048400,"NAKHON SAWAN, TH",10,25,4,17,28.9
564,2015/7/18,TH000048400,"NAKHON SAWAN, TH",15,26,4,0,31
565,2015/7/19,TH000048400,"NAKHON SAWAN, TH",22,30,2,0.3,30.8
566,2015/7/20,TH000048400,"NAKHON SAWAN, TH",22,22,4,0,30
567,2015/7/21,TH000048400,"NAKHON SAWAN, TH",15,23,7,30.2,27.9
568,2015/7/22,TH000048400,"NAKHON SAWAN, TH",29,23,7,0,29.3
569,2015/7/23,TH000048400,"NAKHON SAWAN, TH",25,19,6,0.5,29.8
570,2015/7/24,TH000048400,"NAKHON SAWAN, TH",28,24,3,2.3,28.2
571,2015/7/25,TH000048400,"NAKHON SAWAN, TH",14,18,2,0,30.6
572,2015/7/26,TH000048400,"NAKHON SAWAN, TH",17,22,3,0.5,29.2
573,2015/7/27,TH000048400,"NAKHON SAWAN, TH",19,25,6,0,29.5
574,2015/7/28,TH000048400,"NAKHON SAWAN, TH",27,19,6,2.3,28.3
575,2015/7/29,TH000048400,"NAKHON SAWAN, TH",18,22,4,2,27.1
576,2015/7/30,TH000048400,"NAKHON SAWAN, TH",20,26,2,8.4,27.2
577,2015/7/31,TH000048400,"NAKHON SAWAN, TH",17,28,4,5.3,28.3
578,2015/8/1,TH000048400,"NAKHON SAWAN, TH",25,26,3,1.3,28.8
579,2015/8/2,TH000048400,"NAKHON SAWAN, TH",20,22,4,6.1,28.5
580,2015/8/3,TH000048400,"NAKHON SAWAN, TH",21,21,5,1.8,28.2
581,2015/8/4,TH000048400,"NAKHON SAWAN, TH",24,31,3,0.5,28.9
582,2015/8/5,TH000048400,"NAKHON SAWAN, TH",16,27,6,35.8,28.7
583,2015/8/6,TH000048400,"NAKHON SAWAN, TH",25,26,8,0.3,28.3
584,2015/8/7,TH000048400,"NAKHON SAWAN, TH",25,15,7,7.9,28.5
585,2015/8/8,TH000048400,"NAKHON SAWAN, TH",186,30,7,0.3,27.9
586,2015/8/9,TH000048400,"NAKHON SAWAN, TH",22,29,5,1.8,28.5
587,2015/8/10,TH000048400,"NAKHON SAWAN, TH",18,29,5,7.234567901,30.3
588,2015/8/11,TH000048400,"NAKHON SAWAN, TH",18,29,6,5.1,29.9
589,2015/8/12,TH000048400,"NAKHON SAWAN, TH",24,24,4,7.234567901,28.8
590,2015/8/13,TH000048400,"NAKHON SAWAN, TH",17,26,5,0,28.5
591,2015/8/14,TH000048400,"NAKHON SAWAN, TH",18,29,4,0.8,29.3
592,2015/8/15,TH000048400,"NAKHON SAWAN, TH",23,30,3,3.3,29.2
593,2015/8/16,TH000048400,"NAKHON SAWAN, TH",20,19,2,1.3,29.3
594,2015/8/17,TH000048400,"NAKHON SAWAN, TH",18,33,8,0,29.9
595,2015/8/18,TH000048400,"NAKHON SAWAN, TH",28,29,3,7.234567901,31
596,2015/8/19,TH000048400,"NAKHON SAWAN, TH",17,34,6,7.234567901,31.4
597,2015/8/20,TH000048400,"NAKHON SAWAN, TH",26,31,4,7.234567901,31.6
598,2015/8/21,TH000048400,"NAKHON SAWAN, TH",24,21,5,0,30.1
599,2015/8/22,TH000048400,"NAKHON SAWAN, TH",15,25,4,14.7,28.1
